med_code_id,term,snomed_ct_concept_id,observations
138251000000111,arab - ethnic category 2001 census,89001000000105,
4740261000006118,british ethnic minority unspecified (nmo),186007009,
142811000000112,north african - ethnic category 2001 census,94061000000107,
142851000000111,moroccan - ethnic category 2001 census,94101000000109,
411582019,iranian (nmo),275595001,
142891000000115,sikh - ethnic category 2001 census,94141000000107,
142861000000114,latin american - ethnic category 2001 census,94111000000106,
141621000000111,vietnamese - ethnic category 2001 census,92751000000101,
142831000000116,israeli - ethnic category 2001 census,94081000000103,
138281000000117,muslim - ethnic category 2001 census,89031000000104,
286021014,other new zealand ethnic group,186035008,
285958018,other ethnic non-mixed (nmo),186005001,
459785017,other ethnic group,372148003,
285960016,brit. ethnic minor. unsp (nmo),186007009,
157351000000115,hindu - ethnic category 2001 census,110831000000107,
6270391000006119,ethnic groups (1991 census) (united kingdom),365455004,
2484511000000112,ethnic category - 2011 census england and wales,976571000000100,
2484551000000111,ethnic category - 2011 census northern ireland,976591000000101,
253628018,o/e - ethnic origin,162730000,
286006015,new zealand ethnic groups,186035008,
649261000006110,ethnic groups (census),397731000,
286003011,ethnic groups (census) nos,397731000,
141421000000114,ethnic category not stated - 2001 census,92531000000104,
6591911000006117,ethnic groups,397731000,
2484471000000115,ethnic category - 2011 census,976551000000109,
6591901000006115,ethnicity,397731000,
6270381000006117,ethnic groups (1991 census) (uk),365455004,
141291000000111,ethnic category - 2001 census,92381000000106,
4740421000006111,ethnicity / related nationality data,186034007,
253627011,o/e - ethnic group,162730000,
2484591000000115,ethnic category - 2011 census scotland,976611000000109,
456651012,ethnic group not given - patient refused,763726001,
456652017,ethnic group not recorded,312861003,
253635014,o/e - ethnic group nos,162730000,
286005016,ethnicity and other related nationality data,186034007,
6364801000006112,ethnic category,372148003,
286007012,New Zealand European,186036009,
1551471000000116,Slovak,36329002,
550541000006110,Chinese,33897005,
1572831000000110,Nepali,718131000000106,
286008019,Pakeha,186036009,
286012013,New Zealand Maori,186039002,
507015012,Samoan,86275006,
286013015,Cook Island Maori,186040000,
504723011,Tongan,81560001,
286014014,Niuean,186041001,
286015010,Tokelauan,186042008,
501416013,Fijian,69865008,
523591000000116,Yemeni,296841000000102,
308131000000114,Patient ethnicity unknown,202171000000101,
286009010,Other European in New Zealand,186037000,
1968121000006114,Mixed multiple ethnic groups: any other Mixed or multiple ethnic background - England and Wales ethnic category 2011 census,976771000000108,
1968371000006112,Black or African or Caribbean or Black British: other Black or African or Caribbean background - Northern Ireland ethnic category 2011 census,977831000000102,
1968201000006114,Black or African or Caribbean or Black British: other Black or African or Caribbean background - England and Wales ethnic category 2011 census,976931000000109,
1968561000006112,"Caribbean or Black: Black, Black Scottish or Black British - Scotland ethnic category 2011 census",978341000000102,
850671000006119,Traveller - gypsy,40182006,
2537217015,RACE: White,413773004,
196681000006116,RACE: Mixed,414752008,
196661000006114,RACE: Japanese,414551003,
196701000006118,RACE: Oriental,414978006,
196671000006119,RACE: Korean,38361009,
196621000006115,RACE: Arab,90027003,
371005013,RACE: Other,103579009,
196731000006114,RACE: Unknown,415794004,
196691000006118,RACE: Not stated,415226007,
133078012,Portuguese,80208004,
250222012,European origin,160513005,
250225014,North American origin,160516002,
250226010,South American origin,160517006,
196651000006112,RACE: Chinese,33897005,
1564151000006117,Afghan,1564151000006101,
1564161000006115,Albanian,1564161000006104,
1564181000006113,American,1564181000006109,
1564201000006114,Angolan,1564201000006105,
1564521000006118,Chinese,1564521000006102,
1564731000006113,Filipino,1564731000006109,
1564801000006113,Ghanaian,1564801000006109,
1564811000006111,Greek,1564811000006107,
1564881000006116,Herzegovinian,1564881000006100,
1564941000006117,Iranian,1564941000006101,
1564951000006115,Iraqi,1564951000006104,
1564981000006111,Italian,1564981000006107,
1565011000006116,Japanese,1565011000006100,
1565071000006113,Korean (North),1565071000006109,
1565081000006111,Korean (South),1565081000006107,
1565131000006111,Lebanese,1565131000006107,
1565151000006116,Libyan,1565151000006100,
1565321000006110,Moroccan,1565321000006106,
1565511000006113,Portuguese,1565511000006109,
1565651000006110,Sierra Leonean,1565651000006106,
1565661000006112,Singaporean,1565661000006108,
1565691000006116,Solomon Islander,1565691000006100,
1565701000006116,Somali,1565701000006100,
1573201000006119,Portuguese,1573201000006103,
2615361000000115,Slovak Roma,718961001,
2615461000000111,Czech Roma,718959005,
2615531000000117,Hungarian Roma,718963003,
2615571000000115,Polish Roma,718964009,
2615611000000112,Romanian Roma,718960000,
2615691000000115,Bulgarian Roma,718962008,
6260901000006118,Ethnic group,364699009,
7779801000006116,Roma,718958002,
250227018,Australian origin,160518001,
250229015,Middle Eastern origin,160520003,
250230013,Far Eastern origin,160521004,
1158211000000111,Romanian,445343003,
1158301000000115,Bulgarian,29343004,
1160331000000119,Czech,286009,
6846391000006112,Caucasoid race,413773004,
12009371000006110,Patient declined to provide information about ethnic group,763726001,
